OTU	numchars	nAmbig	nQ	PctData	numchars_woInvar	nQ_woInvar	PctData_woInvar
76	Aramides_mangle_0	5	0	0	100	-25	30	-500
77	Aramides_wolfi_0	5	0	0	100	-25	30	-500
78	Aramides_albiventris_0	5	0	0	100	-25	30	-500
79	Aramides_mexicana_0	5	0	0	100	-25	30	-500
80	Aramides_plumbeicollis_0	5	0	0	100	-25	30	-500
81	Aramides_ypecaha_0	5	0	0	100	-25	30	-500
82	Aramides_castaneiceps_0	5	0	0	100	-25	30	-500
83	Cyanolimnas_cerverai_0	5	0	0	100	-25	30	-500
84	Rallus_madagascariensis_0	5	0	0	100	-25	30	-500
85	Tricholimnas_sylvestris_0	5	0	0	100	-25	30	-500
86	Gallirallus_lafresnayanus_0	5	0	0	100	-25	30	-500
87	Nesoclopeus_poecilopterus_0	5	0	0	100	-25	30	-500
88	Gallirallus_immaculatus_0	5	0	0	100	-25	30	-500
89	Aramidopsis_plateni_0	5	0	0	100	-25	30	-500
90	Rallus_aquaticus_0	5	0	0	100	-25	30	-500
91	Rallus_indicus_0	5	0	0	100	-25	30	-500
92	Rallus_caerulescens_0	5	0	0	100	-25	30	-500
93	Rallus_semiplumbeus_0	5	0	0	100	-25	30	-500
94	Rallus_antarcticus_0	5	0	0	100	-25	30	-500
95	Rallus_elegans_0	5	0	0	100	-25	30	-500
96	Rallus_wetmorei_0	5	0	0	100	-25	30	-500
97	Gallirallus_dieffenbachii_0	5	0	0	100	-25	30	-500
98	Gallirallus_rovianae_0	5	0	0	100	-25	30	-500
99	Gallirallus_wakensis_0	5	0	0	100	-25	30	-500
100	Lewinia_muelleri_0	5	0	0	100	-25	30	-500
101	Lewinia_mirificus_0	5	0	0	100	-25	30	-500
102	Gallirallus_australis_0	5	0	0	100	-25	30	-500
103	Gallirallus_modestus_0	5	0	0	100	-25	30	-500
104	Gallirallus_karamu_0	0	0	5	0	-25	30	-500
105	Gallirallus_insignis_0	5	0	0	100	-25	30	-500
106	Gallirallus_okinawae_0	5	0	0	100	-25	30	-500
107	Aphanapteryx_bonasia_0	0	0	5	0	-25	30	-500
108	Rallina_canningi_0	5	0	0	100	-25	30	-500
109	Coturnicops_exquisitus_0	5	0	0	100	-25	30	-500
110	Coturnicops_notatus_0	5	0	0	100	-25	30	-500
111	Atlantisia_elpenor_0	0	0	5	0	-25	30	-500
112	Laterallus_fasciatus_0	5	0	0	100	-25	30	-500
113	Laterallus_ruber_0	5	0	0	100	-25	30	-500
114	Laterallus_levraudi_0	5	0	0	100	-25	30	-500
115	Laterallus_xenopterus_0	5	0	0	100	-25	30	-500
116	Laterallus_spilonotus_0	5	0	0	100	-25	30	-500
117	Porzana_spiloptera_0	5	0	0	100	-25	30	-500
118	Porzana_flaviventer_0	5	0	0	100	-25	30	-500
119	Porzana_carolina_0	5	0	0	100	-25	30	-500
120	Porzana_albicollis_0	5	0	0	100	-25	30	-500
121	Porzana_pusilla_0	5	0	0	100	-25	30	-500
122	Porzana_fluminea_0	5	0	0	100	-25	30	-500
123	Porzana_paykullii_0	5	0	0	100	-25	30	-500
124	Amaurornis_bicolor_0	5	0	0	100	-25	30	-500
125	Amaurornis_olivieri_0	5	0	0	100	-25	30	-500
126	Porzana_flavirostra_0	5	0	0	100	-25	30	-500
127	Porzana_monasa_0	5	0	0	100	-25	30	-500
128	Porzana_atra_0	5	0	0	100	-25	30	-500
129	Porzana_tabuensis_0	5	0	0	100	-25	30	-500
130	Porzana_palmeri_0	5	0	0	100	-25	30	-500
131	Porzana_sandwichensis_0	5	0	0	100	-25	30	-500
132	Neocrex_colombianus_0	5	0	0	100	-25	30	-500
133	Amaurornis_olivaceus_0	5	0	0	100	-25	30	-500
134	Amaurornis_akool_0	5	0	0	100	-25	30	-500
135	Amaurornis_isabellinus_0	5	0	0	100	-25	30	-500
136	Porphyriops_melanops_0	5	0	0	100	-25	30	-500
137	Gallinula_galeata_0	5	0	0	100	-25	30	-500
138	Gallinula_nesiotis_0	5	0	0	100	-25	30	-500
139	Gallinula_comeri_0	5	0	0	100	-25	30	-500
140	Gallinula_silvestris_0	5	0	0	100	-25	30	-500
141	Gallinula_pacifica_0	5	0	0	100	-25	30	-500
142	Tribonyx_hodgenorum_0	0	0	5	0	-25	30	-500
143	Hovacrex_roberti_0	0	0	5	0	-25	30	-500
144	Fulica_cornuta_0	5	0	0	100	-25	30	-500
145	Fulica_chathamensis_0	0	0	5	0	-25	30	-500
146	Fulica_newtoni_0	0	0	5	0	-25	30	-500
147	Erythromachus_leguati_0	0	0	5	0	-25	30	-500
148	Diaphorapteryx_hawkinsi_0	0	0	5	0	-25	30	-500
149	Aphanocrex_podarces_0	0	0	5	0	-25	30	-500
150	Nesotrochis_debooyi_0	0	0	5	0	-25	30	-500
151	Nesotrochis_steganinos_0	0	0	5	0	-25	30	-500
152	Porzana_ziegleri_0.12	0	0	5	0	-25	30	-500
153	Porzana_ralphorum_0.12	0	0	5	0	-25	30	-500
154	Fulica_prisca_0.1	0	0	5	0	-25	30	-500
155	Porzana_astrictocarpus_2.1	0	0	5	0	-25	30	-500
156	Porzana_menehune_0.01	0	0	5	0	-25	30	-500
157	Porzana_servernsi_0.01	0	0	5	0	-25	30	-500
158	Porzana_keplerorum_0.01	0	0	5	0	-25	30	-500
159	Rallina_forbesi_0	0	0	5	0	-25	30	-500
160	Sarothrura_rufa_0	0	0	5	0	-25	30	-500
161	Heliornis_fulica_0	0	0	5	0	-25	30	-500
162	Psophia_crepitans_0	0	0	5	0	-25	30	-500
163	Aramus_guarauna_0	0	0	5	0	-25	30	-500
164	Balearica_regulorum_0	0	0	5	0	-25	30	-500
165	Grus_canadensis_0	0	0	5	0	-25	30	-500
166	Ardeotis_cori_0	0	0	5	0	-25	30	-500
167	Aegotheles_insignis_0	0	0	5	0	-25	30	-500
168	Nyctibius_griseus_0	0	0	5	0	-25	30	-500
169	Tapera_naevia_0	0	0	5	0	-25	30	-500
170	Centropus_bengalensis_0	0	0	5	0	-25	30	-500
171	Coccyzus_melacoryphus_0	0	0	5	0	-25	30	-500
172	Cuculus_optatus_0	0	0	5	0	-25	30	-500
173	Ciconia_nigra_0	0	0	5	0	-25	30	-500
174	Leptoptilos_crumeniferus_0	0	0	5	0	-25	30	-500
175	Theristicus_caerulescens_0	0	0	5	0	-25	30	-500
176	Spheniscus_humboldti_0	0	0	5	0	-25	30	-500
177	Gavia_immer_0	0	0	5	0	-25	30	-500
178	Anas_superciliosa_0	0	0	5	0	-25	30	-500
179	Anser_canagicus_0	0	0	5	0	-25	30	-500
180	Aythya_valisineria_0	0	0	5	0	-25	30	-500
181	Dendrocygna_viduata_0	0	0	5	0	-25	30	-500
182	Oxyura_jamaicensis_0	0	0	5	0	-25	30	-500
183	Anseranas_semipalmata_0	0	0	5	0	-25	30	-500
184	Bonasa_umbellus_0	0	0	5	0	-25	30	-500
185	Gallus_gallus_0	0	0	5	0	-25	30	-500
186	Rollulus_rouloul_0	0	0	5	0	-25	30	-500
187	Struthio_camelus_0	0	0	5	0	-25	30	-500
188	Dromaius_novaehollandiae_0	0	0	5	0	-25	30	-500
189	Tinamus_major_0	0	0	5	0	-25	30	-500
190	Eudromia_elegans_0	0	0	5	0	-25	30	-500
