OTU	numchars	nAmbig	nQ	PctData	numchars_woInvar	nQ_woInvar	PctData_woInvar
138	Gallinula_nesiotis_0	1	0	0	100	-6	7	-600
139	Gallinula_comeri_0	1	0	0	100	-6	7	-600
140	Gallinula_silvestris_0	1	0	0	100	-6	7	-600
141	Gallinula_pacifica_0	1	0	0	100	-6	7	-600
142	Tribonyx_hodgenorum_0	0	0	1	0	-6	7	-600
143	Hovacrex_roberti_0	0	0	1	0	-6	7	-600
144	Fulica_cornuta_0	1	0	0	100	-6	7	-600
145	Fulica_chathamensis_0	0	0	1	0	-6	7	-600
146	Fulica_newtoni_0	0	0	1	0	-6	7	-600
147	Erythromachus_leguati_0	0	0	1	0	-6	7	-600
148	Diaphorapteryx_hawkinsi_0	0	0	1	0	-6	7	-600
149	Aphanocrex_podarces_0	0	0	1	0	-6	7	-600
150	Nesotrochis_debooyi_0	0	0	1	0	-6	7	-600
151	Nesotrochis_steganinos_0	0	0	1	0	-6	7	-600
152	Porzana_ziegleri_0.12	0	0	1	0	-6	7	-600
153	Porzana_ralphorum_0.12	0	0	1	0	-6	7	-600
154	Fulica_prisca_0.1	0	0	1	0	-6	7	-600
155	Porzana_astrictocarpus_2.1	0	0	1	0	-6	7	-600
156	Porzana_menehune_0.01	0	0	1	0	-6	7	-600
157	Porzana_servernsi_0.01	0	0	1	0	-6	7	-600
158	Porzana_keplerorum_0.01	0	0	1	0	-6	7	-600
159	Rallina_forbesi_0	0	0	1	0	-6	7	-600
160	Sarothrura_rufa_0	0	0	1	0	-6	7	-600
161	Heliornis_fulica_0	0	0	1	0	-6	7	-600
162	Psophia_crepitans_0	0	0	1	0	-6	7	-600
163	Aramus_guarauna_0	0	0	1	0	-6	7	-600
164	Balearica_regulorum_0	0	0	1	0	-6	7	-600
165	Grus_canadensis_0	0	0	1	0	-6	7	-600
166	Ardeotis_cori_0	0	0	1	0	-6	7	-600
167	Aegotheles_insignis_0	0	0	1	0	-6	7	-600
168	Nyctibius_griseus_0	0	0	1	0	-6	7	-600
169	Tapera_naevia_0	0	0	1	0	-6	7	-600
170	Centropus_bengalensis_0	0	0	1	0	-6	7	-600
171	Coccyzus_melacoryphus_0	0	0	1	0	-6	7	-600
172	Cuculus_optatus_0	0	0	1	0	-6	7	-600
173	Ciconia_nigra_0	0	0	1	0	-6	7	-600
174	Leptoptilos_crumeniferus_0	0	0	1	0	-6	7	-600
175	Theristicus_caerulescens_0	0	0	1	0	-6	7	-600
176	Spheniscus_humboldti_0	0	0	1	0	-6	7	-600
177	Gavia_immer_0	0	0	1	0	-6	7	-600
178	Anas_superciliosa_0	0	0	1	0	-6	7	-600
179	Anser_canagicus_0	0	0	1	0	-6	7	-600
180	Aythya_valisineria_0	0	0	1	0	-6	7	-600
181	Dendrocygna_viduata_0	0	0	1	0	-6	7	-600
182	Oxyura_jamaicensis_0	0	0	1	0	-6	7	-600
183	Anseranas_semipalmata_0	0	0	1	0	-6	7	-600
184	Bonasa_umbellus_0	0	0	1	0	-6	7	-600
185	Gallus_gallus_0	0	0	1	0	-6	7	-600
186	Rollulus_rouloul_0	0	0	1	0	-6	7	-600
187	Struthio_camelus_0	0	0	1	0	-6	7	-600
188	Dromaius_novaehollandiae_0	0	0	1	0	-6	7	-600
189	Tinamus_major_0	0	0	1	0	-6	7	-600
190	Eudromia_elegans_0	0	0	1	0	-6	7	-600
