OTU	numchars	nAmbig	nQ	PctData	numchars_woInvar	nQ_woInvar	PctData_woInvar
55	Rallina_eurizonoides_0	203	0	8	96.21	-422	633	-200
56	Atlantisia_rogersi_0	211	0	0	100	-422	633	-200
57	Himantornis_haematopus_0	211	0	0	100	-422	633	-200
58	Gallirallus_owstoni_0	211	0	0	100	-422	633	-200
59	Rougetius_rougetii_0	153	0	58	72.51	-422	633	-200
60	Porphyrio_melanotus_0	210	0	1	99.53	-422	633	-200
61	Porphyrio_alleni_0	211	0	0	100	-422	633	-200
62	Lewinia_pectoralis_0	206	0	5	97.63	-422	633	-200
63	Porphyrio_poliocephalus_0	210	0	1	99.53	-422	633	-200
64	Porphyrio_melanopterus_0	116	0	95	54.98	-422	633	-200
65	Porphyrio_indicus_0	116	0	95	54.98	-422	633	-200
66	Porphyrio_porphyrio_0	202	0	9	95.73	-422	633	-200
67	Porphyrio_ellioti_0	202	0	9	95.73	-422	633	-200
68	Porphyrio_pulverulentus_0	197	0	14	93.36	-422	633	-200
69	Porphyrio_kukwiedei_0	24	0	187	11.37	-422	633	-200
70	Porphyrio_mantelli_0	66	0	145	31.28	-422	633	-200
71	Porphyrio_hochstetteri_0	211	0	0	100	-422	633	-200
72	Habroptila_wallacii_0	203	0	8	96.21	-422	633	-200
73	Gymnocrex_rosenbergii_0	153	0	58	72.51	-422	633	-200
74	Gymnocrex_plumbeiventris_0	174	0	37	82.46	-422	633	-200
75	Aramides_calopterus_0	194	0	17	91.94	-422	633	-200
76	Aramides_mangle_0	151	0	60	71.56	-422	633	-200
77	Aramides_wolfi_0	124	0	87	58.77	-422	633	-200
78	Aramides_albiventris_0	194	0	17	91.94	-422	633	-200
79	Aramides_mexicana_0	207	0	4	98.1	-422	633	-200
80	Aramides_plumbeicollis_0	116	0	95	54.98	-422	633	-200
81	Aramides_ypecaha_0	202	0	9	95.73	-422	633	-200
82	Aramides_castaneiceps_0	203	0	8	96.21	-422	633	-200
83	Cyanolimnas_cerverai_0	174	0	37	82.46	-422	633	-200
84	Rallus_madagascariensis_0	203	0	8	96.21	-422	633	-200
85	Tricholimnas_sylvestris_0	211	0	0	100	-422	633	-200
86	Gallirallus_lafresnayanus_0	146	0	65	69.19	-422	633	-200
87	Nesoclopeus_poecilopterus_0	135	0	76	63.98	-422	633	-200
88	Gallirallus_immaculatus_0	115	0	96	54.5	-422	633	-200
89	Aramidopsis_plateni_0	115	0	96	54.5	-422	633	-200
90	Rallus_aquaticus_0	211	0	0	100	-422	633	-200
91	Rallus_indicus_0	116	0	95	54.98	-422	633	-200
92	Rallus_caerulescens_0	211	0	0	100	-422	633	-200
93	Rallus_semiplumbeus_0	116	0	95	54.98	-422	633	-200
94	Rallus_antarcticus_0	116	0	95	54.98	-422	633	-200
95	Rallus_elegans_0	211	0	0	100	-422	633	-200
96	Rallus_wetmorei_0	116	0	95	54.98	-422	633	-200
97	Gallirallus_dieffenbachii_0	196	0	15	92.89	-422	633	-200
98	Gallirallus_rovianae_0	113	0	98	53.55	-422	633	-200
99	Gallirallus_wakensis_0	209	0	2	99.05	-422	633	-200
100	Lewinia_muelleri_0	141	0	70	66.82	-422	633	-200
101	Lewinia_mirificus_0	116	0	95	54.98	-422	633	-200
102	Gallirallus_australis_0	210	0	1	99.53	-422	633	-200
103	Gallirallus_modestus_0	203	0	8	96.21	-422	633	-200
104	Gallirallus_karamu_0	78	0	133	36.97	-422	633	-200
105	Gallirallus_insignis_0	153	0	58	72.51	-422	633	-200
106	Gallirallus_okinawae_0	147	0	64	69.67	-422	633	-200
107	Aphanapteryx_bonasia_0	78	0	133	36.97	-422	633	-200
108	Rallina_canningi_0	116	0	95	54.98	-422	633	-200
109	Coturnicops_exquisitus_0	149	0	62	70.62	-422	633	-200
110	Coturnicops_notatus_0	154	0	57	72.99	-422	633	-200
111	Atlantisia_elpenor_0	76	0	135	36.02	-422	633	-200
112	Laterallus_fasciatus_0	205	0	6	97.16	-422	633	-200
113	Laterallus_ruber_0	197	0	14	93.36	-422	633	-200
114	Laterallus_levraudi_0	115	0	96	54.5	-422	633	-200
115	Laterallus_xenopterus_0	199	0	12	94.31	-422	633	-200
116	Laterallus_spilonotus_0	115	0	96	54.5	-422	633	-200
117	Porzana_spiloptera_0	116	0	95	54.98	-422	633	-200
118	Porzana_flaviventer_0	202	0	9	95.73	-422	633	-200
119	Porzana_carolina_0	211	0	0	100	-422	633	-200
120	Porzana_albicollis_0	203	0	8	96.21	-422	633	-200
121	Porzana_pusilla_0	206	0	5	97.63	-422	633	-200
122	Porzana_fluminea_0	211	0	0	100	-422	633	-200
123	Porzana_paykullii_0	149	0	62	70.62	-422	633	-200
124	Amaurornis_bicolor_0	124	0	87	58.77	-422	633	-200
125	Amaurornis_olivieri_0	124	0	87	58.77	-422	633	-200
126	Porzana_flavirostra_0	211	0	0	100	-422	633	-200
127	Porzana_monasa_0	115	0	96	54.5	-422	633	-200
128	Porzana_atra_0	211	0	0	100	-422	633	-200
129	Porzana_tabuensis_0	211	0	0	100	-422	633	-200
130	Porzana_palmeri_0	211	0	0	100	-422	633	-200
131	Porzana_sandwichensis_0	126	0	85	59.72	-422	633	-200
132	Neocrex_colombianus_0	116	0	95	54.98	-422	633	-200
133	Amaurornis_olivaceus_0	203	0	8	96.21	-422	633	-200
134	Amaurornis_akool_0	163	0	48	77.25	-422	633	-200
135	Amaurornis_isabellinus_0	155	0	56	73.46	-422	633	-200
136	Porphyriops_melanops_0	211	0	0	100	-422	633	-200
137	Gallinula_galeata_0	206	0	5	97.63	-422	633	-200
138	Gallinula_nesiotis_0	147	0	64	69.67	-422	633	-200
139	Gallinula_comeri_0	210	0	1	99.53	-422	633	-200
140	Gallinula_silvestris_0	115	0	96	54.5	-422	633	-200
141	Gallinula_pacifica_0	139	0	72	65.88	-422	633	-200
142	Tribonyx_hodgenorum_0	66	0	145	31.28	-422	633	-200
143	Hovacrex_roberti_0	15	0	196	7.11	-422	633	-200
144	Fulica_cornuta_0	211	0	0	100	-422	633	-200
145	Fulica_chathamensis_0	76	0	135	36.02	-422	633	-200
146	Fulica_newtoni_0	44	0	167	20.85	-422	633	-200
147	Erythromachus_leguati_0	74	0	137	35.07	-422	633	-200
148	Diaphorapteryx_hawkinsi_0	78	0	133	36.97	-422	633	-200
149	Aphanocrex_podarces_0	31	0	180	14.69	-422	633	-200
150	Nesotrochis_debooyi_0	39	0	172	18.48	-422	633	-200
151	Nesotrochis_steganinos_0	41	0	170	19.43	-422	633	-200
152	Porzana_ziegleri_0.12	45	0	166	21.33	-422	633	-200
153	Porzana_ralphorum_0.12	21	0	190	9.95	-422	633	-200
154	Fulica_prisca_0.1	74	0	137	35.07	-422	633	-200
155	Porzana_astrictocarpus_2.1	63	0	148	29.86	-422	633	-200
156	Porzana_menehune_0.01	23	0	188	10.9	-422	633	-200
157	Porzana_servernsi_0.01	74	0	137	35.07	-422	633	-200
158	Porzana_keplerorum_0.01	43	0	168	20.38	-422	633	-200
159	Rallina_forbesi_0	0	0	211	0	-422	633	-200
160	Sarothrura_rufa_0	0	0	211	0	-422	633	-200
161	Heliornis_fulica_0	0	0	211	0	-422	633	-200
162	Psophia_crepitans_0	0	0	211	0	-422	633	-200
163	Aramus_guarauna_0	0	0	211	0	-422	633	-200
164	Balearica_regulorum_0	0	0	211	0	-422	633	-200
165	Grus_canadensis_0	0	0	211	0	-422	633	-200
166	Ardeotis_cori_0	0	0	211	0	-422	633	-200
167	Aegotheles_insignis_0	0	0	211	0	-422	633	-200
168	Nyctibius_griseus_0	0	0	211	0	-422	633	-200
169	Tapera_naevia_0	0	0	211	0	-422	633	-200
170	Centropus_bengalensis_0	0	0	211	0	-422	633	-200
171	Coccyzus_melacoryphus_0	0	0	211	0	-422	633	-200
172	Cuculus_optatus_0	0	0	211	0	-422	633	-200
173	Ciconia_nigra_0	0	0	211	0	-422	633	-200
174	Leptoptilos_crumeniferus_0	0	0	211	0	-422	633	-200
175	Theristicus_caerulescens_0	0	0	211	0	-422	633	-200
176	Spheniscus_humboldti_0	0	0	211	0	-422	633	-200
177	Gavia_immer_0	0	0	211	0	-422	633	-200
178	Anas_superciliosa_0	0	0	211	0	-422	633	-200
179	Anser_canagicus_0	0	0	211	0	-422	633	-200
180	Aythya_valisineria_0	0	0	211	0	-422	633	-200
181	Dendrocygna_viduata_0	0	0	211	0	-422	633	-200
182	Oxyura_jamaicensis_0	0	0	211	0	-422	633	-200
183	Anseranas_semipalmata_0	0	0	211	0	-422	633	-200
184	Bonasa_umbellus_0	0	0	211	0	-422	633	-200
185	Gallus_gallus_0	0	0	211	0	-422	633	-200
186	Rollulus_rouloul_0	0	0	211	0	-422	633	-200
187	Struthio_camelus_0	0	0	211	0	-422	633	-200
188	Dromaius_novaehollandiae_0	0	0	211	0	-422	633	-200
189	Tinamus_major_0	0	0	211	0	-422	633	-200
190	Eudromia_elegans_0	0	0	211	0	-422	633	-200
